Name,URL,Price,Comments,Specs
"أرض للبيع في شارع نمار, حي ضاحية نمار, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1/%D8%B4%D8%A7%D8%B1%D8%B9-%D9%86%D9%85%D8%A7%D8%B1-%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6082282,"1,012,500 ريال",*ارض للبيع* *مخطط نمار ٣٠٢٠* *قطعه رقم ٥٢٩٢* *المساحة 675 متر* *تقع في بداية مخطط 4* *شارع 20 شمالي* *الاطوال 15*45الطبيعه ممتازة* *الشارع مسفلت* *رقم القطعة 5292* *رقم المخطط 3020* *🚨البيع للمتر ١٥٠٠🚨* *مباشر* https://maps.app.goo.gl/QZnAoLv33UzCMo1AA?g_st=com.google.maps.preview.copy,"{'675 م²', 'سكني', '20 م'}"
"أرض للبيع في شارع احمد بن عبداللطيف السنبسي, حي العارض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D8%B1%D8%B6/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D8%AD%D9%85%D8%AF-%D8%A8%D9%86-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D8%B7%D9%8A%D9%81-%D8%A7%D9%84%D8%B3%D9%86%D8%A8%D8%B3%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D8%B1%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6079453,"3,000,150 ريال",للبيع ارض سكنية شمال الرياض حي العارض المساحة : 450م شارع 15م شمالي الاطوال :15*30م يوجد خدمات ومرافق واسواق,"{'15 م', 'سكني', '450 م²'}"
"أرض للبيع في حي الخير, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A8%D9%86%D8%A8%D8%A7%D9%86/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AE%D9%8A%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6081307,"1,001,250 ريال",للبيع ارض سكنية شمال مدينة الرياض في مخطط الخير مخطط رقم 3538 قطعة رقم 1139/1 المساحة : 375م الاطوال : 12.5م في عمق 30م مميزات الأرض: الطبيعة الأرض مستوية ممتازة شارع 20م شمالي قريبة من طريق الملك فهد مخططات الخير لها مستقبل في الفترة القادمة في مناقصات تنفيذ مشاريع البنية التحتية,"{'20 م', 'سكني', '375 م²'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6074064,"517,500 ريال",للبيع في منح عريض مخطط 3042 قطعه 604 مساحة 450 م أطوال 18& 25 شارع 15 شمالي طبيعه ممتازه سليمه من غرف الكهرب على السوم ترخيص اعلان 7200416762 رخصه فال 1200019682,"{'15 م', 'سكني', '450 م²'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6067631,"514,800 ريال",للبيع في منح عريض مخطط 3099 مقابل الكليه التقنيه قطعه 230 / 2 مساحة 468 م أطوال 13& 36 شارع 15 شرقي طبيعه ممتازه سليمه من غرف الكهرب قريبه من الدايري الجديد وصل السوم 490 الف البيع 500 الف ترخيص اعلان 7200412008 رخصه فال 1200019682,"{'سكني', '468 م²', '15 م'}"
"أرض للبيع في شارع النسيج, حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D9%86%D8%B3%D9%8A%D8%AC-%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6063141,"1,200,700 ريال","للبيع في منح عريض تجاريه مخطط 3096 قطعه 244 مساحه 931,5 م اطوال 27& 34,5 شارع 40 شرقي سليمه من غرف الكهرب طبيعه ممتازه البيع مليون و200 الف ترخيص اعلان 7200408094 رخصه فال 1200019682","{'932 م²', 'تجاري', '40 م'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6059317,"1,299,600 ريال",للبيع في منح عريض مخطط 2745 مقابل الكليه التقنيه قطعه 5428 ظهيره الثمانين ( النفود ) مساحه 900 م اطوال 30 & 30 شارع 30 غربي سليمه من غرف الكهرب طبيعه ممتازه على السوم ترخيص اعلان 7200405362 رخصة فال 1200019682,"{'سكني', '30 م', '900 م²'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6052712,"326,250 ريال","للبيع في منح عريض مخطط 3042 قطعه 91 / 2 مساحة 225 م أطوال 12,5 & 18 شارع 15 غربي نافذ على اجياد طبيعه ممتازه سليمه من غرف الكهرب سوم 310 الف البيع قريب ترخيص اعلان 7200400069 رخصه فال 1200019682","{'225 م²', '15 م', 'سكني'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6051612,"1,012,500 ريال",للبيع في منح عريض مخطط 2745 مقابل الكليه التقنيه قطعه 10154 مساحه 750 م اطوال 30 & 25 زاويه شارعين 20 جنوبي + 15 شرقي تتجزأ 3 صكوك سليمه من غرف الكهرب طبيعه ممتازه على السوم ترخيص اعلان 7200399080 رخصة فال 1200019682,"{'20 م', '750 م²', 'سكني'}"
"أرض للبيع في شارع النسيج, حي الزاهر, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D8%B1%D9%82-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B4%D8%B1%D9%82/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D9%86%D8%B3%D9%8A%D8%AC-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B2%D8%A7%D9%87%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6049594,"749,700 ريال",للبيع في منح شرق الرياض مخطط 3136 قطعه 724 مساحه 900 م اطوال 30 & 30 زاويه شارعين 28 غربي + 10 جنوبي البيع 750 الف ترخيص اعلان 7200397567 رخصة فال 1200019682,"{'سكني', '28 م', '900 م²'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6047021,"550,800 ريال",للبيع في منح عريض مخطط 2746 الامني قطعه 898 / 1 ب مساحه 432 م اطوال 18 & 24 شارع 14 شمالي + مواقف جنوبي سليمه من غرف الكهرب قريبه من الدايري الجنوبي الجديد على السوم ترخيص اعلان 7200395580 رخصة فال 1200019682,"{'سكني', '432 م²', '14 م'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6070578,"810,000 ريال",للبيع في منح عريض مخطط 3099 مقابل الكليه التقنيه قطعه 1324 مساحة 900 م أطوال 25 & 36 شارع 15 غربي نافذ طبيعه ممتازه يوجد نصف غرفه كهرب عليها محضر تجزاه على السوم,"{'15 م', 'سكني', '900 م²'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6073989,"2,205,000 ريال",للبيع في منح عريض تجاريه مخطط 2744 أ قطعه 4340 أ مساحة 1050 م أطوال 35& 30 زاويه شارعين 60 غربي نافذ على الدايري الجديد + 20 شمالي طبيعه ممتازه سليمه من غرف الكهرب البيع مليونين و 200 الف ترخيص اعلان 7200416630 رخصه فال 1200019682,"{'60 م', '1050 م²', 'تجاري'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6077510,"2,205,000 ريال",للبيع في منح عريض تجاريه مخطط 2744 قطعه 1342 مساحة 1050 م أطوال 30 & 35 زاويه شارعين شارع 60 شرقي نافذ على الدايري الجديد + ممر 10 جنوبي طبيعه ممتازه سليمه من غرف الكهرب البيع مليونين و 200 الف ترخيص اعلان 7200416629 رخصه فال 1200019682,"{'60 م', '1050 م²', 'تجاري'}"
"أرض للبيع في حي عريض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AC%D9%86%D9%88%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6/%D8%AD%D9%8A-%D8%B9%D8%B1%D9%8A%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6077504,"1,150,200 ريال",للبيع في منح عريض مخطط 3048 قطعه 103 مساحة 900 م أطوال 25 & 36 زاويه شارعين شارع 15 جنوبي + شارع 15 غربي طبيعه ممتازه سليمه من غرف الكهرب تتجزأ 3 صكوك ( 300 م + 300 م + 300 م ) على السوم ترخيص اعلان 7200419509 رخصه فال 1200019682,"{'15 م', 'سكني', '900 م²'}"
"أرض للبيع في حي ضاحية نمار, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1/%D8%AD%D9%8A-%D8%B6%D8%A7%D8%AD%D9%8A%D8%A9-%D9%86%D9%85%D8%A7%D8%B1-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6076023,"990,000 ريال",قطعة للبيع في ضاحية نمار مخطط 3020 مساحة 450 متر مربع مخطط 4 شارع 20غربي 36 12.50 في ظهيرت التجاري موقعها مميز وطبيعة الارض ممتازه لها مسقبل باذن الله واعد قريبه من مشروع القدية وقريبه من حدايق الملك عبدالله وحديقة الامير محمد بن سلمان مباشر,"{'20 م', 'سكني', '450 م²'}"
"أرض للبيع في شارع عبدالرحمن بن محمد بن مسلمه الانصاري, حي العارض, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D8%B1%D8%B6/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86-%D8%A8%D9%86-%D9%85%D8%AD%D9%85%D8%AF-%D8%A8%D9%86-%D9%85%D8%B3%D9%84%D9%85%D9%87-%D8%A7%D9%84%D8%A7%D9%86%D8%B5%D8%A7%D8%B1%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D8%B1%D8%B6-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6016493,"3,672,000 ريال",للبيع ارض تجاري سكني في حي العارض | شارع 30م المساحة :432م الأطوال: 16* 27 عمق. سعر متر البيع:8500﷼ سوم :8200﷼ مباشر مع المالك عبدالرحمن واتس اب 0557733577,"{'432 م²', 'تجاري', '30 م'}"
"أرض للبيع في شارع رام الله, حي النسيم الشرقي, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D8%B1%D9%82-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D8%B3%D9%8A%D9%85-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B1%D8%A7%D9%85-%D8%A7%D9%84%D9%84%D9%87-%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D8%B3%D9%8A%D9%85-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-5997230,"3,500,000 ريال",ارض في حي النسيم الشرقي تجارية مساحتها ١٠٠٠ وبالقرب من الطريق الدائري الثاني. عرض الشارع ٣٠. حد ٣٥٠٠ للمتر.,"{'1000 م²', '30 م', 'سكني/تجاري'}"
"أرض للبيع في حي المهدية, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D9%85%D9%87%D8%AF%D9%8A%D8%A9/%D8%AD%D9%8A-%D8%A7%D9%84%D9%85%D9%87%D8%AF%D9%8A%D8%A9-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6072428,"3,072,100 ريال",مكتب الواحة الذهبية للخدمات العقارية والعروض الحصرية يقدم لكم: ارض في حي المهدية بمساحة 682.69م للبيع. - الأرض سكنية - الواجهة (شرقية) - الشارع مساحته (22) * السوم 4000 الآف. - التواصل على الرقم: 0553839067,"{'سكني', '22 م', '682 م²'}"
"أرض للبيع في شارع عمير بن سنان بن عرفطة, حي المهدية, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%BA%D8%B1%D8%A8-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D9%85%D9%87%D8%AF%D9%8A%D8%A9/%D8%B4%D8%A7%D8%B1%D8%B9-%D8%B9%D9%85%D9%8A%D8%B1-%D8%A8%D9%86-%D8%B3%D9%86%D8%A7%D9%86-%D8%A8%D9%86-%D8%B9%D8%B1%D9%81%D8%B7%D8%A9-%D8%AD%D9%8A-%D8%A7%D9%84%D9%85%D9%87%D8%AF%D9%8A%D8%A9-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6072432,"1,939,230 ريال",مكتب الواحة الذهبية للخدمات العقارية والعروض الحصرية يقدم لكم: ارض في حي المهدية بمساحة 430.94م للبيع. - الأرض سكنية - الواجهة (شرقية) - الشارع مساحته (22) * السوم 4000 الآف. - التواصل على الرقم: 0553839067,"{'20 م', 'سكني', '430 م²'}"
"أرض للبيع في حي النفل, مدينة الرياض, منطقة الرياض",https://sa.aqar.fm/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6/%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%81%D9%84/%D8%AD%D9%8A-%D8%A7%D9%84%D9%86%D9%81%D9%84-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-6081074,"2,997,380 ريال",للبيع ارض سكني مميزة في حي النفل الذهبي مساحة ٢٨٥م زاويه شماليه غربيه شوارع١٥ الاطوال ١٢×٢٣.٧٣ سهولة المداخل والمخارج بالقرب من الدائري الشمالي وطريق أبو بكر الصديق وطريق الملك عبدالعزيز البيع ٣مليون,"{'284 م²', '15 م', 'سكني'}"
